URI,URILabel,comURI,founded_by,founded_byLabel,CEO,CEOLabel,parent,parentLabel,subsidiary,subsidiaryLabel,owned_by,owned_byLabel,owner_of,owner_ofLabel,total_revenue
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q509284,G Suite,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q772783,Postini,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q772783,Postini,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q776845,FeedBurner,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q776845,FeedBurner,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q934853,Motorola Mobility,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q934853,Motorola Mobility,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q942327,Waze,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q942327,Waze,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q1011981,Google China,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q1011981,Google China,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q1053674,DoubleClick,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q1053674,DoubleClick,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q1114200,Picnik,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q1114200,Picnik,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q1318441,AdMob,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q1318441,AdMob,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q1377855,Google.org,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q1377855,Google.org,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q1816282,On2 Technologies,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q1816282,On2 Technologies,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q2119882,Google Nest,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q2119882,Google Nest,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q2298325,Boston Dynamics,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q2298325,Boston Dynamics,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q2591662,GV,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q2591662,GV,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q3054039,Endoxon,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q3054039,Endoxon,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q3297298,Google Energy,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q3297298,Google Energy,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q3552257,Urchin Software Corporation,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q3552257,Urchin Software Corporation,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q4985941,BufferBox,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q4985941,BufferBox,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q4997299,Bump,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q4997299,Bump,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q5205667,dMarc Broadcasting,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q5205667,dMarc Broadcasting,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q5583798,Google Affiliate Network,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q5583798,Google Affiliate Network,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q5974704,ITA Software,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q5974704,ITA Software,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q6002082,ImageAmerica,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q6002082,ImageAmerica,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q6354493,Kaltix,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q6354493,Kaltix,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q6398293,"Keyhole, Inc",,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q6398293,"Keyhole, Inc",,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q6994244,Neotonic Software,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q6994244,Neotonic Software,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q7157796,PeakStream,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q7157796,PeakStream,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q7950747,WIMM One,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q7950747,WIMM One,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q15732990,SlickLogin,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q15732990,SlickLogin,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q15733006,DeepMind,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q15733006,DeepMind,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q17054505,Google Cloud Platform,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q17054505,Google Cloud Platform,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q19758689,Google Store,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q19758689,Google Store,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q29000317,Google (Switzerland),,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q29000317,Google (Switzerland),,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q30338080,Google (Ireland),,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q30338080,Google (Ireland),,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q4934,Larry Page,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q30338099,Google Canada,,,,,66001000000.0
http://www.wikidata.org/entity/Q95,Google,http://www.google.com/,http://www.wikidata.org/entity/Q92764,Sergey Brin,http://www.wikidata.org/entity/Q3503829,Sundar Pichai,http://www.wikidata.org/entity/Q20800404,Alphabet Inc.,http://www.wikidata.org/entity/Q30338099,Google Canada,,,,,66001000000.0
http://www.wikidata.org/entity/Q5598606,GreatCall,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q30259097,GreenLight Biosciences (United States),http://greenlightbiosciences.com/,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q5615528,Guidewire Software,http://www.guidewire.com/,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q28971020,Henkel (United States),http://www.henkel-northamerica.com/,,,,,http://www.wikidata.org/entity/Q276507,Henkel AG & Co. KGaA,,,,,,,
http://www.wikidata.org/entity/Q898208,Honeywell,http://honeywell.com/,http://www.wikidata.org/entity/Q118156,Albert Butz,http://www.wikidata.org/entity/Q25141716,Darius Adamczyk,,,http://www.wikidata.org/entity/Q1333882,Elster Group,,,,,
http://www.wikidata.org/entity/Q898208,Honeywell,http://honeywell.com/,http://www.wikidata.org/entity/Q6766952,Mark C. Honeywell,http://www.wikidata.org/entity/Q25141716,Darius Adamczyk,,,http://www.wikidata.org/entity/Q1333882,Elster Group,,,,,
http://www.wikidata.org/entity/Q898208,Honeywell,http://honeywell.com/,http://www.wikidata.org/entity/Q118156,Albert Butz,http://www.wikidata.org/entity/Q25141716,Darius Adamczyk,,,http://www.wikidata.org/entity/Q1626886,Honeywell Specialty Chemicals Seelze,,,,,
http://www.wikidata.org/entity/Q898208,Honeywell,http://honeywell.com/,http://www.wikidata.org/entity/Q6766952,Mark C. Honeywell,http://www.wikidata.org/entity/Q25141716,Darius Adamczyk,,,http://www.wikidata.org/entity/Q1626886,Honeywell Specialty Chemicals Seelze,,,,,
http://www.wikidata.org/entity/Q898208,Honeywell,http://honeywell.com/,http://www.wikidata.org/entity/Q118156,Albert Butz,http://www.wikidata.org/entity/Q25141716,Darius Adamczyk,,,http://www.wikidata.org/entity/Q28999466,Honeywell,,,,,
http://www.wikidata.org/entity/Q898208,Honeywell,http://honeywell.com/,http://www.wikidata.org/entity/Q6766952,Mark C. Honeywell,http://www.wikidata.org/entity/Q25141716,Darius Adamczyk,,,http://www.wikidata.org/entity/Q28999466,Honeywell,,,,,
http://www.wikidata.org/entity/Q898208,Honeywell,http://honeywell.com/,http://www.wikidata.org/entity/Q118156,Albert Butz,http://www.wikidata.org/entity/Q25141716,Darius Adamczyk,,,http://www.wikidata.org/entity/Q28999477,Honeywell (Germany),,,,,
http://www.wikidata.org/entity/Q898208,Honeywell,http://honeywell.com/,http://www.wikidata.org/entity/Q6766952,Mark C. Honeywell,http://www.wikidata.org/entity/Q25141716,Darius Adamczyk,,,http://www.wikidata.org/entity/Q28999477,Honeywell (Germany),,,,,
http://www.wikidata.org/entity/Q898208,Honeywell,http://honeywell.com/,http://www.wikidata.org/entity/Q118156,Albert Butz,http://www.wikidata.org/entity/Q25141716,Darius Adamczyk,,,http://www.wikidata.org/entity/Q28999490,Honeywell (Australia),,,,,
http://www.wikidata.org/entity/Q898208,Honeywell,http://honeywell.com/,http://www.wikidata.org/entity/Q6766952,Mark C. Honeywell,http://www.wikidata.org/entity/Q25141716,Darius Adamczyk,,,http://www.wikidata.org/entity/Q28999490,Honeywell (Australia),,,,,
http://www.wikidata.org/entity/Q898208,Honeywell,http://honeywell.com/,http://www.wikidata.org/entity/Q118156,Albert Butz,http://www.wikidata.org/entity/Q25141716,Darius Adamczyk,,,http://www.wikidata.org/entity/Q30338771,Honeywell (Canada),,,,,
http://www.wikidata.org/entity/Q898208,Honeywell,http://honeywell.com/,http://www.wikidata.org/entity/Q6766952,Mark C. Honeywell,http://www.wikidata.org/entity/Q25141716,Darius Adamczyk,,,http://www.wikidata.org/entity/Q30338771,Honeywell (Canada),,,,,
http://www.wikidata.org/entity/Q898208,Honeywell,http://honeywell.com/,http://www.wikidata.org/entity/Q118156,Albert Butz,http://www.wikidata.org/entity/Q25141716,Darius Adamczyk,,,http://www.wikidata.org/entity/Q30338773,Honeywell (India),,,,,
http://www.wikidata.org/entity/Q898208,Honeywell,http://honeywell.com/,http://www.wikidata.org/entity/Q6766952,Mark C. Honeywell,http://www.wikidata.org/entity/Q25141716,Darius Adamczyk,,,http://www.wikidata.org/entity/Q30338773,Honeywell (India),,,,,
http://www.wikidata.org/entity/Q898208,Honeywell,http://honeywell.com/,http://www.wikidata.org/entity/Q118156,Albert Butz,http://www.wikidata.org/entity/Q25141716,Darius Adamczyk,,,http://www.wikidata.org/entity/Q30338775,Honeywell (France),,,,,
http://www.wikidata.org/entity/Q898208,Honeywell,http://honeywell.com/,http://www.wikidata.org/entity/Q6766952,Mark C. Honeywell,http://www.wikidata.org/entity/Q25141716,Darius Adamczyk,,,http://www.wikidata.org/entity/Q30338775,Honeywell (France),,,,,
http://www.wikidata.org/entity/Q898208,Honeywell,http://honeywell.com/,http://www.wikidata.org/entity/Q118156,Albert Butz,http://www.wikidata.org/entity/Q25141716,Darius Adamczyk,,,http://www.wikidata.org/entity/Q30343895,Honeywell (Netherlands),,,,,
http://www.wikidata.org/entity/Q898208,Honeywell,http://honeywell.com/,http://www.wikidata.org/entity/Q6766952,Mark C. Honeywell,http://www.wikidata.org/entity/Q25141716,Darius Adamczyk,,,http://www.wikidata.org/entity/Q30343895,Honeywell (Netherlands),,,,,
http://www.wikidata.org/entity/Q898208,Honeywell,http://honeywell.com/,http://www.wikidata.org/entity/Q118156,Albert Butz,http://www.wikidata.org/entity/Q25141716,Darius Adamczyk,,,http://www.wikidata.org/entity/Q30343897,Honeywell (Switzerland),,,,,
http://www.wikidata.org/entity/Q898208,Honeywell,http://honeywell.com/,http://www.wikidata.org/entity/Q6766952,Mark C. Honeywell,http://www.wikidata.org/entity/Q25141716,Darius Adamczyk,,,http://www.wikidata.org/entity/Q30343897,Honeywell (Switzerland),,,,,
http://www.wikidata.org/entity/Q37156,IBM,https://www.ibm.com/,http://www.wikidata.org/entity/Q2960084,Charles Ranlett Flint,http://www.wikidata.org/entity/Q49971,Ginni Rometty,,,http://www.wikidata.org/entity/Q485593,Red Hat,,,,,79590000000.0
http://www.wikidata.org/entity/Q37156,IBM,https://www.ibm.com/uk-en,http://www.wikidata.org/entity/Q2960084,Charles Ranlett Flint,http://www.wikidata.org/entity/Q49971,Ginni Rometty,,,http://www.wikidata.org/entity/Q485593,Red Hat,,,,,79590000000.0
http://www.wikidata.org/entity/Q37156,IBM,https://www.ibm.com/us-en/,http://www.wikidata.org/entity/Q2960084,Charles Ranlett Flint,http://www.wikidata.org/entity/Q49971,Ginni Rometty,,,http://www.wikidata.org/entity/Q485593,Red Hat,,,,,79590000000.0
